date,fund,company,ticker,holding,market value($),weight(%)
2020-11-04,ARKF,AMAZON.COM INC,AMZN,7913.0,25647299.08,2.66
2020-11-04,ARKF,TWILIO INC - A,TWLO,81559.0,24972550.21,2.59
2020-11-04,ARKF,SNAP INC - A,SNAP,577391.0,24244648.09,2.52
2020-11-04,ARKF,FACEBOOK INC-CLASS A,FB,80546.0,23147309.48,2.4
2020-11-04,ARKF,APPLE INC,AAPL,186679.0,21458751.05,2.23
2020-11-04,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4278045.0,21316870.7,2.21
2020-11-04,ARKF,SPLUNK INC,SPLK,93235.0,19300577.35,2.0
2020-11-04,ARKF,DOCUSIGN INC,DOCU,74003.0,17391445.03,1.8000000000000005
2020-11-04,ARKF,INTUIT INC,INTU,48561.0,16656423.0,1.73
2020-11-04,ARKF,WORKDAY INC-CLASS A,WDAY,61339.0,13202606.36,1.37
2020-11-04,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,366596.0,12680686.63,1.32
2020-11-04,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,137466.0,12296333.7,1.28
2020-11-04,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,118385.0,12087108.5,1.25
2020-11-04,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,451662.0,11801928.06,1.22
2020-11-04,ARKF,PINDUODUO INC-ADR,PDD,100287.0,11057644.62,1.15
2020-11-04,ARKF,HDFC BANK LTD-ADR,HDB,178353.0,10958008.32,1.14
2020-11-04,ARKF,SBI HOLDINGS INC,8473,464074.0,10976328.07,1.14
2020-11-04,ARKF,SCHWAB (CHARLES) CORP,SCHW,264196.0,10789764.64,1.12
2020-11-04,ARKF,NVIDIA CORP,NVDA,18824.0,10386518.48,1.08
2020-11-04,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,554113.0,10084856.6,1.05
2020-11-04,ARKF,LENDINGCLUB CORP,LC,1879598.0,10037053.32,1.04
2020-11-04,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,204519.0,9872132.13,1.02
2020-11-04,ARKF,JD.COM INC-ADR,JD,107648.0,9614042.88,1.0
2020-11-04,ARKF,TRANSUNION,TRU,103979.0,9111679.77,0.95
2020-11-04,ARKF,YEAHKA LTD,9923,1770800.0,8983443.78,0.93
2020-11-04,ARKF,DISCOVERY LTD,DSY,1259773.0,9003980.45,0.93
2020-11-04,ARKF,VERISK ANALYTICS INC,VRSK,42066.0,8261341.74,0.86
2020-11-04,ARKF,TCS GROUP HOLDING-GDR REG S,,311797.0,8247030.65,0.86
2020-11-04,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,274943.0,6601381.43,0.68
2020-11-04,ARKF,MORGAN STANLEY GOVT INSTL 8035,,5537261.5,5537261.5,0.57
2020-11-04,ARKF,MARKETAXESS HOLDINGS INC,MKTX,9138.0,5299308.96,0.55
2020-11-04,ARKF,ZSCALER INC,ZS,32574.0,4734630.9,0.49
2020-11-04,ARKF,SHOPIFY INC - CLASS A,SHOP,4295.0,4277820.0,0.44
2020-11-04,ARKF,JAPANESE YEN,,379671565.0,3632699.28,0.38
2020-11-04,ARKG,INVITAE CORP,NVTA,6276325.0,271200003.25,9.07
2020-11-04,ARKG,CRISPR THERAPEUTICS AG,CRSP,2584158.0,246812930.58,8.25
2020-11-04,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,15420585.0,191215254.0,6.39
2020-11-04,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,2924339.0,173150112.19,5.79
2020-11-04,ARKG,TWIST BIOSCIENCE CORP,TWST,1691142.0,152084400.06,5.08
2020-11-04,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,2961266.0,117206908.28,3.92
2020-11-04,ARKG,CAREDX INC,CDNA,2227402.0,116649042.74,3.9
2020-11-04,ARKG,SERES THERAPEUTICS INC,MCRB,3404671.0,113035077.2,3.78
2020-11-04,ARKG,TELADOC HEALTH INC,TDOC,545801.0,108472490.74,3.63
2020-11-04,ARKG,EXACT SCIENCES CORP,EXAS,869829.0,107119441.35,3.58
2020-11-04,ARKG,PERSONALIS INC,PSNL,3980630.0,105009019.4,3.51
2020-11-04,ARKG,FATE THERAPEUTICS INC,FATE,1725088.0,85943884.16,2.87
2020-11-04,ARKG,COMPUGEN LTD,CGEN,6083315.0,82793917.15,2.77
2020-11-04,ARKG,PURE STORAGE INC - CLASS A,PSTG,4489171.0,77752441.72,2.6
2020-11-04,ARKG,CELLECTIS - ADR,CLLS,4419472.0,72921288.0,2.44
2020-11-04,ARKG,VERACYTE INC,VCYT,1801203.0,72102156.09,2.41
2020-11-04,ARKG,INCYTE CORP,INCY,777981.0,70959647.01,2.37
2020-11-04,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2409636.0,65469810.12,2.19
2020-11-04,ARKG,EDITAS MEDICINE INC,EDIT,2026424.0,61704610.8,2.06
2020-11-04,ARKG,ILLUMINA INC,ILMN,190060.0,59171379.8,1.98
2020-11-04,ARKG,CERUS CORP,CERS,8188288.0,46263827.2,1.55
2020-11-04,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,211492.0,45489814.28,1.52
2020-11-04,ARKG,IONIS PHARMACEUTICALS INC,IONS,954626.0,45449743.86,1.52
2020-11-04,ARKG,ACCOLADE INC,ACCD,1228779.0,42233134.23,1.41
2020-11-04,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,802016.0,40092779.84,1.34
2020-11-04,ARKG,10X GENOMICS INC-CLASS A,TXG,276800.0,39250240.0,1.31
2020-11-04,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,1982394.0,32332846.14,1.08
2020-11-04,ARKG,GUARDANT HEALTH INC,GH,280296.0,31785566.4,1.06
2020-11-04,ARKG,SCHRODINGER INC,SDGR,619501.0,31154705.29,1.04
2020-11-04,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3675864.0,30362636.64,1.02
2020-11-04,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,362211.0,30338793.36,1.01
2020-11-04,ARKG,PHREESIA INC,PHR,683153.0,27039195.74,0.9000000000000001
2020-11-04,ARKG,CASTLE BIOSCIENCES INC,CSTL,536416.0,27051458.88,0.9000000000000001
2020-11-04,ARKG,CODEXIS INC,CDXS,1691934.0,23974704.78,0.8
2020-11-04,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,529180.0,20669770.8,0.69
2020-11-04,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,1976806.0,19372698.8,0.65
2020-11-04,ARKG,BEAM THERAPEUTICS INC,BEAM,514784.0,18125544.64,0.61
2020-11-04,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,4628452.0,18143531.84,0.61
2020-11-04,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,34020.0,17383199.4,0.58
2020-11-04,ARKG,REGENERON PHARMACEUTICALS,REGN,26942.0,15818725.88,0.53
2020-11-04,ARKG,EVOGENE LTD,EVGN,4602387.0,12518492.64,0.42
2020-11-04,ARKG,REPARE THERAPEUTICS INC,RPTX,275158.0,7635634.5,0.26
2020-11-04,ARKG,BERKELEY LIGHTS INC,BLI,103459.0,7787358.93,0.26
2020-11-04,ARKG,SURFACE ONCOLOGY INC,SURF,544434.0,4872684.3,0.16
2020-11-04,ARKG,ORGANOVO HOLDINGS INC,ONVO ,375748.0,3569606.0,0.12
2020-11-04,ARKG,MORGAN STANLEY GOVT INSTL 8035,,1796416.89,1796416.89,0.06
2020-11-04,ARKK,TESLA INC,TSLA,2383801.0,1003532544.98,9.65
2020-11-04,ARKK,INVITAE CORP,NVTA,17638071.0,762141047.91,7.33
2020-11-04,ARKK,SQUARE INC - A,SQ,3462280.0,593053941.2,5.7
2020-11-04,ARKK,ROKU INC,ROKU,2544904.0,548884894.72,5.28
2020-11-04,ARKK,CRISPR THERAPEUTICS AG,CRSP,5727032.0,546988826.32,5.26
2020-11-04,ARKK,TELADOC HEALTH INC,TDOC,1848814.0,367433294.36,3.53
2020-11-04,ARKK,PROTO LABS INC,PRLB,2636220.0,331531027.2,3.19
2020-11-04,ARKK,ZILLOW GROUP INC - C,Z,3285959.0,328431602.05,3.16
2020-11-04,ARKK,2U INC,TWOU,8139012.0,328409134.2,3.16
2020-11-04,ARKK,LENDINGTREE INC,TREE UW,910599.0,317598719.22,3.06
2020-11-04,ARKK,SLACK TECHNOLOGIES INC- CL A,WORK,11781787.0,307858094.31,2.96
2020-11-04,ARKK,PURE STORAGE INC - CLASS A,PSTG,16509455.0,285943760.6,2.75
2020-11-04,ARKK,SERES THERAPEUTICS INC,MCRB,8555727.0,284050136.4,2.73
2020-11-04,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1159796.0,277515986.88,2.67
2020-11-04,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,6214668.0,245976559.44,2.37
2020-11-04,ARKK,EDITAS MEDICINE INC,EDIT,7156600.0,217918470.0,2.1
2020-11-04,ARKK,PAGERDUTY INC,PD,7405872.0,212992878.72,2.0500000000000003
2020-11-04,ARKK,TWILIO INC - A,TWLO,675449.0,206815729.31,1.99
2020-11-04,ARKK,MATERIALISE NV-ADR,MTLS,5273655.0,191750095.8,1.84
2020-11-04,ARKK,INTELLIA THERAPEUTICS INC,NTLA,6838048.0,185789764.16,1.79
2020-11-04,ARKK,VERACYTE INC,VCYT,4382387.0,175426951.61,1.69
2020-11-04,ARKK,EXACT SCIENCES CORP,EXAS,1365852.0,168204673.8,1.6200000000000003
2020-11-04,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,1867790.0,167073815.5,1.61
2020-11-04,ARKK,SPLUNK INC,SPLK,768434.0,159073522.34,1.53
2020-11-04,ARKK,TWIST BIOSCIENCE CORP,TWST,1715736.0,154296138.48,1.48
2020-11-04,ARKK,COMPUGEN LTD,CGEN,10964794.0,149230846.34,1.44
2020-11-04,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,1391614.0,136879153.04,1.32
2020-11-04,ARKK,DOCUSIGN INC,DOCU,573765.0,134840512.65,1.3
2020-11-04,ARKK,SYNOPSYS INC,SNPS,494144.0,115288736.64,1.11
2020-11-04,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,2834026.0,110697055.56,1.06
2020-11-04,ARKK,CERUS CORP,CERS,19261241.0,108826011.65,1.05
2020-11-04,ARKK,HUYA INC-ADR,HUYA,4700281.0,106414361.84,1.02
2020-11-04,ARKK,PAYPAL HOLDINGS INC,PYPL,541148.0,105139644.92,1.01
2020-11-04,ARKK,PINTEREST INC- CLASS A,PINS,1673608.0,102843211.6,0.99
2020-11-04,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,205179.0,99245082.3,0.95
2020-11-04,ARKK,STRATASYS LTD,SSYS,7476938.0,96602038.96,0.93
2020-11-04,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,3555141.0,97162003.53,0.93
2020-11-04,ARKK,FACEBOOK INC-CLASS A,FB,337939.0,97116909.82,0.93
2020-11-04,ARKK,ZSCALER INC,ZS,563865.0,81957777.75,0.79
2020-11-04,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,6633957.0,82261066.8,0.79
2020-11-04,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,1098898.0,75252535.04,0.72
2020-11-04,ARKK,UNITY SOFTWARE INC,U,684146.0,72827341.7,0.7
2020-11-04,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,901663.0,70969894.73,0.68
2020-11-04,ARKK,SEA LTD-ADR,SE,319369.0,56515538.24,0.54
2020-11-04,ARKK,DOUYU INTERNATIONAL HOLD-ADR,DOYU,3034325.0,46667918.5,0.4500000000000001
2020-11-04,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5109012.0,42200439.12,0.41
2020-11-04,ARKK,EXONE CO/THE,XONE,1973507.0,19379838.74,0.19
2020-11-04,ARKK,MORGAN STANLEY GOVT INSTL 8035,,11029222.75,11029222.75,0.11
2020-11-04,ARKK,ORGANOVO HOLDINGS INC,ONVO ,837151.0,7952934.5,0.08
2020-11-04,ARKQ,TESLA INC,TSLA,193977.0,81660437.46,10.03
2020-11-04,ARKQ,MATERIALISE NV-ADR,MTLS,1389883.0,50536145.88,6.21
2020-11-04,ARKQ,2U INC,TWOU,1209050.0,48785167.5,5.99
2020-11-04,ARKQ,ALPHABET INC-CL C,GOOG,21971.0,38430135.23,4.72
2020-11-04,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,742065.0,34032585.03,4.18
2020-11-04,ARKQ,JD.COM INC-ADR,JD,356389.0,31829101.59,3.91
2020-11-04,ARKQ,DEERE & CO,DE,129339.0,30174788.7,3.71
2020-11-04,ARKQ,PROTO LABS INC,PRLB,236587.0,29753181.12,3.66
2020-11-04,ARKQ,XILINX INC,XLNX,223514.0,28667905.64,3.52
2020-11-04,ARKQ,TRIMBLE INC,TRMB,538797.0,28572404.91,3.51
2020-11-04,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,1332046.0,27040533.8,3.32
2020-11-04,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,859393.0,23487210.69,2.89
2020-11-04,ARKQ,CATERPILLAR INC,CAT,148823.0,23101794.29,2.8400000000000003
2020-11-04,ARKQ,STRATASYS LTD,SSYS,1704221.0,22018535.32,2.7
2020-11-04,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,820263.0,19350004.17,2.3800000000000003
2020-11-04,ARKQ,FLIR SYSTEMS INC,FLIR,543904.0,19362982.4,2.3800000000000003
2020-11-04,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,216726.0,19386140.7,2.3800000000000003
2020-11-04,ARKQ,NXP SEMICONDUCTORS NV,NXPI,138057.0,19242384.66,2.36
2020-11-04,ARKQ,SPLUNK INC,SPLK,91273.0,18894423.73,2.32
2020-11-04,ARKQ,AEROVIRONMENT INC,AVAV,242566.0,18646048.42,2.29
2020-11-04,ARKQ,BAIDU INC - SPON ADR,BIDU,129352.0,18149379.12,2.23
2020-11-04,ARKQ,SYNOPSYS INC,SNPS,73963.0,17256307.53,2.12
2020-11-04,ARKQ,WORKHORSE GROUP INC,WKHS,978165.0,16032124.35,1.97
2020-11-04,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,442241.0,14134022.36,1.7399999999999998
2020-11-04,ARKQ,TERADYNE INC,TER,141934.0,13604373.9,1.67
2020-11-04,ARKQ,AMAZON.COM INC,AMZN,3755.0,12170555.8,1.5
2020-11-04,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,673480.0,12142844.4,1.49
2020-11-04,ARKQ,INTUITIVE SURGICAL INC,ISRG,15430.0,10949899.5,1.35
2020-11-04,ARKQ,EXONE CO/THE,XONE,1003858.0,9857885.56,1.21
2020-11-04,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,123692.0,9735797.32,1.2
2020-11-04,ARKQ,NVIDIA CORP,NVDA,17298.0,9544517.46,1.17
2020-11-04,ARKQ,ELBIT SYSTEMS LTD,ESLT,76501.0,8775429.71,1.08
2020-11-04,ARKQ,ANSYS INC,ANSS,25557.0,8414642.25,1.03
2020-11-04,ARKQ,ROCKWELL AUTOMATION INC,ROK,33362.0,8096623.78,0.99
2020-11-04,ARKQ,APPLE INC,AAPL,69025.0,7934423.75,0.97
2020-11-04,ARKQ,AUTODESK INC,ADSK,26799.0,6589606.11,0.8100000000000002
2020-11-04,ARKQ,NANO DIMENSION LTD - ADR,NNDM,1959985.0,5762355.9,0.7100000000000001
2020-11-04,ARKQ,HONEYWELL INTERNATIONAL INC,HON,22356.0,3999711.96,0.49
2020-11-04,ARKQ,RAVEN INDUSTRIES INC,RAVN,161676.0,3634476.48,0.4500000000000001
2020-11-04,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,2397534.07,2397534.07,0.29
2020-11-04,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,198425.0,1885037.5,0.23
2020-11-04,ARKW,TESLA INC,TSLA,641889.0,270222431.22,8.92
2020-11-04,ARKW,ROKU INC,ROKU,875661.0,188862564.48,6.2399999999999975
2020-11-04,ARKW,SQUARE INC - A,SQ,944606.0,161801561.74,5.34
2020-11-04,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,403315.0,96505213.2,3.19
2020-11-04,ARKW,FACEBOOK INC-CLASS A,FB,326025.0,93693064.5,3.09
2020-11-04,ARKW,PINTEREST INC- CLASS A,PINS,1463057.0,89904852.65,2.97
2020-11-04,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1131862.0,89088858.02,2.94
2020-11-04,ARKW,TELADOC HEALTH INC,TDOC,435027.0,86457265.98,2.86
2020-11-04,ARKW,PURE STORAGE INC - CLASS A,PSTG,4938837.0,85540656.84,2.82
2020-11-04,ARKW,LENDINGTREE INC,TREE UW,243840.0,85046515.2,2.81
2020-11-04,ARKW,TWILIO INC - A,TWLO,265286.0,81227920.34,2.68
2020-11-04,ARKW,SLACK TECHNOLOGIES INC- CL A,WORK,3097870.0,80947343.1,2.67
2020-11-04,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,4940307.0,78402672.09,2.59
2020-11-04,ARKW,SNAP INC - A,SNAP,1870770.0,78553632.3,2.59
2020-11-04,ARKW,2U INC,TWOU,1917712.0,77379679.2,2.56
2020-11-04,ARKW,PAGERDUTY INC,PD,2671029.0,76818794.04,2.54
2020-11-04,ARKW,SEA LTD-ADR,SE,395267.0,69946448.32,2.31
2020-11-04,ARKW,HUYA INC-ADR,HUYA,3087494.0,69900864.16,2.31
2020-11-04,ARKW,ZILLOW GROUP INC - C,Z,638603.0,63828369.85,2.11
2020-11-04,ARKW,NETFLIX INC,NFLX,123938.0,61590989.1,2.03
2020-11-04,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,619416.0,60925757.76,2.01
2020-11-04,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,203037.0,60040071.27,1.98
2020-11-04,ARKW,VERACYTE INC,VCYT,1478929.0,59201527.87,1.95
2020-11-04,ARKW,SPLUNK INC,SPLK,257715.0,53349582.15,1.76
2020-11-04,ARKW,FASTLY INC - CLASS A,FSLY,727160.0,51650174.8,1.71
2020-11-04,ARKW,PAYPAL HOLDINGS INC,PYPL,265835.0,51649082.15,1.71
2020-11-04,ARKW,MERCADOLIBRE INC,MELI,34993.0,46039940.17,1.52
2020-11-04,ARKW,TRADE DESK INC/THE -CLASS A,TTD,62966.0,39820957.72,1.31
2020-11-04,ARKW,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,2117599.0,38540301.8,1.27
2020-11-04,ARKW,HUBSPOT INC,HUBS,114670.0,37390446.9,1.23
2020-11-04,ARKW,AMAZON.COM INC,AMZN,11379.0,36881159.64,1.22
2020-11-04,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,268719.0,36631774.08,1.21
2020-11-04,ARKW,UNITY SOFTWARE INC,U,328159.0,34932525.55,1.15
2020-11-04,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,385734.0,34503906.3,1.14
2020-11-04,ARKW,JD.COM INC-ADR,JD,351025.0,31350042.75,1.04
2020-11-04,ARKW,AGORA INC-ADR,API,712301.0,30764280.19,1.02
2020-11-04,ARKW,NVIDIA CORP,NVDA,55683.0,30724208.91,1.01
2020-11-04,ARKW,ADYEN NV-UNSPON ADR,ADYEY,798734.0,30431765.4,1.0
2020-11-04,ARKW,SYNOPSYS INC,SNPS,128953.0,30086024.43,0.99
2020-11-04,ARKW,DOCUSIGN INC,DOCU,126255.0,29671187.55,0.98
2020-11-04,ARKW,OKTA INC,OKTA,129509.0,29634249.38,0.98
2020-11-04,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,429602.0,29419144.96,0.97
2020-11-04,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,155286.0,29321102.52,0.97
2020-11-04,ARKW,ADOBE INC,ADBE,57498.0,28014750.54,0.93
2020-11-04,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,55036.0,26620913.2,0.88
2020-11-04,ARKW,LENDINGCLUB CORP,LC,4690082.0,25045037.88,0.83
2020-11-04,ARKW,KE HOLDINGS INC,BEKE,206759.0,15573087.88,0.51
2020-11-04,ARKW,CLOUDFLARE INC - CLASS A,NET,276318.0,15506966.16,0.51
2020-11-04,ARKW,SHOPIFY INC - CLASS A,SHOP,11803.0,11755788.0,0.39
2020-11-04,ARKW,MORGAN STANLEY GOVT INSTL 8035,,6728324.49,6728324.49,0.22
2020-11-04,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,24700.0,264784.0,0.01
2020-11-03,ARKF,SQUARE INC - A,SQ,544431.0,86134428.51,9.52
2020-11-03,ARKF,PINTEREST INC- CLASS A,PINS,824755.0,49138902.9,5.43
2020-11-03,ARKF,MERCADOLIBRE INC,MELI,36339.0,44841235.83,4.96
2020-11-03,ARKF,LENDINGTREE INC,TREE UW,109632.0,37255146.24,4.12
2020-11-03,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,495653.0,37159105.41,4.11
2020-11-03,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,386958.0,37171185.48,4.11
2020-11-03,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,116783.0,33349721.31,3.69
2020-11-03,ARKF,SEA LTD-ADR,SE,198137.0,32968015.43,3.64
2020-11-03,ARKF,ADYEN NV,ADYEN,17554.0,31214691.59,3.45
2020-11-03,ARKF,PAYPAL HOLDINGS INC,PYPL,173785.0,31248280.85,3.45
2020-11-03,ARKF,ZILLOW GROUP INC - C,Z,330442.0,30298226.98,3.35
2020-11-03,ARKF,MEITUAN-CLASS B,3690,791215.0,30208784.04,3.34
2020-11-03,ARKF,SNAP INC - A,SNAP,600688.0,24730324.96,2.73
2020-11-03,ARKF,Z HOLDINGS CORP,4689,3906812.0,24216070.17,2.68
2020-11-03,ARKF,AMAZON.COM INC,AMZN,7913.0,24122068.33,2.67
2020-11-03,ARKF,TWILIO INC - A,TWLO,81559.0,22866696.83,2.53
2020-11-03,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4278045.0,21741454.33,2.4
2020-11-03,ARKF,FACEBOOK INC-CLASS A,FB,80546.0,21368853.8,2.36
2020-11-03,ARKF,APPLE INC,AAPL,186679.0,20616828.76,2.28
2020-11-03,ARKF,SPLUNK INC,SPLK,93235.0,18160313.3,2.01
2020-11-03,ARKF,INTUIT INC,INTU,48561.0,15769213.53,1.7399999999999998
2020-11-03,ARKF,DOCUSIGN INC,DOCU,74003.0,15424445.29,1.7000000000000002
2020-11-03,ARKF,WORKDAY INC-CLASS A,WDAY,61339.0,12830892.02,1.4200000000000002
2020-11-03,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,137466.0,12054393.54,1.3299999999999998
2020-11-03,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,366596.0,11988058.51,1.32
2020-11-03,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,118385.0,11752078.95,1.3
2020-11-03,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,451662.0,11463181.56,1.27
2020-11-03,ARKF,SCHWAB (CHARLES) CORP,SCHW,264196.0,11244181.76,1.24
2020-11-03,ARKF,HDFC BANK LTD-ADR,HDB,178353.0,10727932.95,1.1900000000000002
2020-11-03,ARKF,SBI HOLDINGS INC,8473,464074.0,10663828.09,1.18
2020-11-03,ARKF,LENDINGCLUB CORP,LC,1879598.0,10074645.28,1.11
2020-11-03,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,204519.0,9972346.44,1.1
2020-11-03,ARKF,PINDUODUO INC-ADR,PDD,100287.0,9800045.64,1.08
2020-11-03,ARKF,NVIDIA CORP,NVDA,18824.0,9803162.72,1.08
2020-11-03,ARKF,YEAHKA LTD,9923,1770800.0,9456204.94,1.04
2020-11-03,ARKF,JD.COM INC-ADR,JD,107648.0,8901413.12,0.98
2020-11-03,ARKF,DISCOVERY LTD,DSY,1259773.0,8850472.26,0.98
2020-11-03,ARKF,TRANSUNION,TRU,103979.0,8560591.07,0.95
2020-11-03,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,510813.0,8515252.71,0.94
2020-11-03,ARKF,TCS GROUP HOLDING-GDR REG S,,311797.0,7935233.65,0.88
2020-11-03,ARKF,VERISK ANALYTICS INC,VRSK,42066.0,7906304.7,0.8699999999999999
2020-11-03,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,274943.0,6364930.45,0.7
2020-11-03,ARKF,MARKETAXESS HOLDINGS INC,MKTX,9138.0,4931687.22,0.54
2020-11-03,ARKF,ZSCALER INC,ZS,32574.0,4386089.1,0.48
2020-11-03,ARKF,SHOPIFY INC - CLASS A,SHOP,4295.0,4044687.4,0.4500000000000001
2020-11-03,ARKF,MORGAN STANLEY GOVT INSTL 8035,,2438455.55,2438455.55,0.27
2020-11-03,ARKG,INVITAE CORP,NVTA,6276325.0,258584590.0,9.08
2020-11-03,ARKG,CRISPR THERAPEUTICS AG,CRSP,2560006.0,222259720.92,7.8
2020-11-03,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,15276473.0,194163971.83,6.819999999999999
2020-11-03,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,2917062.0,163180448.28,5.73
2020-11-03,ARKG,TWIST BIOSCIENCE CORP,TWST,1675334.0,144581324.2,5.07
2020-11-03,ARKG,CAREDX INC,CDNA,2206586.0,109093611.84,3.83
2020-11-03,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,2933594.0,108836337.4,3.82
2020-11-03,ARKG,TELADOC HEALTH INC,TDOC,540697.0,105565682.28,3.71
2020-11-03,ARKG,PERSONALIS INC,PSNL,3943430.0,104382592.1,3.66
2020-11-03,ARKG,EXACT SCIENCES CORP,EXAS,814101.0,102698841.15,3.6000000000000005
2020-11-03,ARKG,SERES THERAPEUTICS INC,MCRB,3372855.0,102366149.25,3.5900000000000003
2020-11-03,ARKG,COMPUGEN LTD,CGEN,6083315.0,79508927.05,2.79
2020-11-03,ARKG,FATE THERAPEUTICS INC,FATE,1708968.0,77877671.76,2.73
2020-11-03,ARKG,PURE STORAGE INC - CLASS A,PSTG,4447219.0,75202473.29,2.64
2020-11-03,ARKG,CELLECTIS - ADR,CLLS,4378168.0,69569089.52,2.44
2020-11-03,ARKG,VERACYTE INC,VCYT,1784371.0,68198659.62,2.39
2020-11-03,ARKG,INCYTE CORP,INCY,770709.0,65471729.55,2.3
2020-11-03,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2409636.0,60891501.72,2.14
2020-11-03,ARKG,ILLUMINA INC,ILMN,197443.0,58567517.09,2.06
2020-11-03,ARKG,EDITAS MEDICINE INC,EDIT,2026424.0,57368063.44,2.01
2020-11-03,ARKG,CERUS CORP,CERS,8188288.0,45281232.64,1.59
2020-11-03,ARKG,IONIS PHARMACEUTICALS INC,IONS,945706.0,44448182.0,1.5599999999999998
2020-11-03,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,209516.0,44237208.24,1.55
2020-11-03,ARKG,ACCOLADE INC,ACCD,1170100.0,40953500.0,1.44
2020-11-03,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,794520.0,38311754.4,1.34
2020-11-03,ARKG,10X GENOMICS INC-CLASS A,TXG,274216.0,37655341.12,1.32
2020-11-03,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,1963866.0,31107637.44,1.09
2020-11-03,ARKG,GUARDANT HEALTH INC,GH,277680.0,29903359.2,1.05
2020-11-03,ARKG,SCHRODINGER INC,SDGR,613709.0,29494854.54,1.04
